0	56.71002	-64.8173	121.52732	10.532905	-13.289445	23.82235	2.55447	-6.4211	8.97557	-0.40454	-0.83762	0.43308	9.86934	6.69969	3.16965	9.31623	0.37759	8.93864	-33.485842	-54.758642	21.2728	-20.200946	-84.503075	64.302129	50.618449	-1.134455	51.752904	65.306123	7.235551	58.070572
0	61.33433	-61.675505	123.009835	9.94228	-17.62961	27.57189	5.04082	-4.460565	9.501385	-0.188	-0.98198	0.79398	9.84155	6.6277	3.21385	8.991715	1.219035	7.77268	-32.987639	-54.808043	21.820404	-20.249604	-78.394327	58.144723	51.559964	5.729532	45.830432	62.201937	7.051655	55.150282
0	58.49991	-62.22316	120.72307	8.258675	-10.549485	18.80816	4.046865	-4.900845	8.94771	-0.35642	-0.93386	0.57744	9.88779	6.693735	3.194055	9.01434	0.657835	8.356505	-32.486624	-56.697058	24.210435	-20.078331	-83.644254	63.565923	51.310169	1.351251	49.958918	62.704882	6.98972	55.715162
0	59.241345	-64.344645	123.58599	7.44015	-8.675525	16.115675	3.693725	-5.71844	9.412165	-0.50078	-1.19852	0.69774	9.859025	6.589095	3.26993	9.17736	1.172085	8.005275	-35.246408	-55.121145	19.874737	-20.185885	-78.920397	58.734512	50.126389	5.43945	44.686939	64.79671	7.565512	57.231198
0	60.912685	-66.62631	127.538995	9.763245	-9.90836	19.671605	2.53781	-3.67943	6.21724	-0.35642	-1.12634	0.76992	9.937045	6.69148	3.245565	8.73125	0.750775	7.980475	-34.400524	-56.247985	21.84746	-20.383223	-82.660461	62.277238	50.888998	1.607718	49.28128	67.060692	7.028107	60.032585
0	61.245605	-72.895535	134.14114	7.39389	-10.515445	17.909335	2.7036	-5.692775	8.396375	-0.4286	-1.19852	0.76992	9.86324	6.70963	3.15361	9.26958	0.91545	8.35413	-34.499156	-56.134978	21.635822	-18.03443	-80.430358	62.395928	52.269336	3.028695	49.240641	73.282299	7.031774	66.250525
0	59.103595	-61.10563	120.209225	7.75084	-13.265125	21.015965	2.947	-3.91205	6.85905	-0.35642	-1.1504	0.79398	9.911155	6.70774	3.203415	9.222865	0.891835	8.33103	-33.988072	-57.641037	23.652965	-18.803849	-80.448573	61.644724	52.586636	4.671134	47.915502	61.612032	7.226858	54.385174
0	59.01758	-66.453125	125.470705	8.100805	-10.761525	18.86233	4.46954	-6.294195	10.763735	-0.40454	-1.07822	0.67368	9.903915	6.718565	3.18535	8.98693	0.891855	8.095075	-32.865837	-55.610816	22.74498	-20.172237	-81.005263	60.833026	49.717871	2.908444	46.809427	66.879257	7.047541	59.831716
0	60.124145	-67.22368	127.347825	7.885015	-7.536755	15.42177	3.65313	-4.49167	8.1448	-0.38048	-1.07822	0.69774	9.904345	6.747345	3.157	9.42775	0.728385	8.699365	-34.257834	-57.067192	22.809358	-19.532864	-82.437532	62.904669	52.352267	2.846799	49.505468	67.667914	7.223351	60.444563
0	62.118755	-77.733855	139.85261	13.152615	-11.24598	24.398595	2.85974	-3.69333	6.55307	-0.40454	-1.22258	0.81804	10.122905	6.598415	3.52449	9.264765	0.68095	8.583815	-34.279633	-56.807134	22.527501	-19.505543	-83.133767	63.628224	50.92449	1.625931	49.29856	78.070667	7.453845	70.616821
