0	0.082	13.653	13.663	8.965	0	0.482	0.596	134	-42.438	47	96.448	186.675	54.011	-0.339	4.702	4.693	8.4	0	-0.17	-0.389	51	-17.269	124	34.545	22.024	17.276	-0.084	2.664	2.664	10.808	0	-0.042	-0.556	47	-11.969	150	23.159	7.098	11.19	0.28	0.573	0.5	3.702	0	-0.007	1.505	138	-0.188	4	1.901	0.25	1.713	3.138	5.436	4.442	1.527	0	0.05	0.715	151	0	218	10.061	19.73	10.061	0.781	1.854	1.682	5.883	0	-0.001	2.084	101	-0.09	201	5.94	2.831	5.85	-16.171	28.019	22.899	1.538	0	-0.264	-0.718	218	-52.871	1	52.871	524.347	0	-23.193	41.593	34.553	2.237	0	-0.458	-0.985	218	-91.585	0	91.585	1193.877	0	7.15	16.059	14.39	4.958	0	-0.073	1.877	87	-1.803	4	49.422	207.081	47.619	7.142	14.706	12.865	6.236	0	0.273	2.007	134	0	218	54.665	165.52	54.665
0	0.224	14.046	14.055	8.982	0	0.287	0.814	125	-40.563	35	98.435	197.53	57.872	0.044	5.007	5.011	8.309	0	-0.033	0.121	51	-19.763	123	36.879	25.108	17.116	-0.085	2.891	2.892	10.041	0	0.063	-1.444	24	-12.979	137	21.558	8.366	8.579	0.25	0.551	0.492	4.045	0	-0.002	1.639	42	-0.38	161	2.045	0.242	1.665	3.058	5.347	4.389	1.576	0	0.05	0.746	145	0	214	10.054	19.266	10.054	0.848	1.982	1.793	5.736	0	0.005	2.047	86	-0.09	164	6.315	3.216	6.225	-15.915	27.865	22.891	1.613	0	-0.266	-0.759	214	-53.204	189	53.204	524.002	0	-22.06	40.162	33.587	2.415	0	-0.457	-1.056	214	-91.331	164	91.331	1128.115	0	7.47	17.032	15.319	4.913	0	0.077	1.874	85	-2.879	163	53.751	234.667	50.872	7.231	15.039	13.196	6.415	0	0.292	2.03	125	0	214	58.447	174.141	58.447
0	0.204	11.134	11.14	9.054	0	-0.374	0.111	184	-42.106	95	84.306	124.111	42.2	0.045	3.241	3.243	6.589	0	0.051	-0.618	229	-10.771	205	21.43	10.519	10.658	-0.14	2.682	2.68	14.203	0	0.001	2.156	96	-7.291	182	21.135	7.185	13.845	0.502	0.834	0.667	2.356	0	0.01	0.911	125	0	270	2.026	0.445	2.026	3.949	6.142	4.708	1.136	0	0.051	0.357	207	0	270	10.158	22.161	10.158	1	1.856	1.566	4.635	0	0.028	1.651	134	0	270	5.523	2.451	5.523	-19.97	31.059	23.806	1.135	0	-0.262	-0.356	270	-52.405	176	52.405	566.712	0	-28.432	45.045	34.965	1.421	0	-0.414	-0.516	270	-82.873	226	82.873	1222.562	0	9.907	17.736	14.723	3.754	0	0.239	1.412	148	0	270	47.75	216.771	47.75	6.992	12.743	10.661	5.402	0	0.216	1.737	184	0	270	43.147	113.665	43.147
0	-0.132	10.293	10.3	8.906	0	0.294	-0.557	123	-39.117	31	73.666	106.083	34.549	-0.137	3.184	3.183	5.419	0	0.074	-0.224	21	-10.204	137	20.764	10.132	10.559	-0.104	3.045	3.046	7.682	0	0.097	0.058	21	-10.579	112	22.012	9.276	11.433	0.528	0.905	0.736	2.277	0	0.01	0.952	56	0	258	2.098	0.541	2.098	3.73	5.936	4.621	1.202	0	0.05	0.437	144	0	258	9.907	21.358	9.907	1.122	1.994	1.65	3.744	0	0.027	1.367	78	0	258	5.431	2.721	5.431	-19.314	30.737	23.929	1.204	0	-0.277	-0.437	258	-55.404	129	55.404	572.61	0	-25.473	41.246	32.465	1.496	0	-0.399	-0.585	258	-79.888	1	79.888	1053.975	0	11.232	19.732	16.235	3.157	0	0.253	1.221	87	0	258	50.643	263.583	50.643	6.505	11.916	9.992	5.116	0	0.201	1.671	31	0	258	40.185	99.836	40.185
0	0.046	10.24	10.248	10.176	0	-0.293	-0.755	98	-44.044	35	76.089	105.019	32.045	-0.137	3.73	3.731	8.975	0	0.091	-0.11	45	-15.082	100	30.045	13.917	14.963	-0.111	0.935	0.929	9.604	0	-0.03	-0.572	58	-4.43	14	7.928	0.863	3.498	0.022	0.159	0.158	11.192	0	-0.006	1.959	114	-0.405	48	1.227	0.025	0.823	2.928	5.295	4.416	1.742	0	0.051	0.851	97	0	200	10.285	19.497	10.285	0.844	1.699	1.475	5.126	0	0.027	1.75	72	0	200	5.468	2.176	5.468	-18.103	32.717	27.273	1.726	0	-0.32	-0.845	200	-64.035	118	64.035	743.838	0	-17.412	32.685	27.683	2.459	0	-0.366	-1.113	200	-73.255	147	73.255	766.336	0	9.302	18.78	16.328	4.703	0	0.29	1.693	60	0	200	57.971	266.589	57.971	5.544	11.529	10.117	6.363	0	0.225	2	35	0	200	44.917	102.345	44.917
0	0.002	10.9	10.908	10.619	0	-0.33	-0.943	98	-47.162	31	81.446	118.982	34.285	-0.175	4.037	4.037	12.338	0	0	-0.647	42	-19.117	96	36.414	16.296	17.297	-0.187	1.459	1.448	10.045	0	-0.02	-0.903	87	-6.61	30	11.462	2.097	4.851	-0.011	0.195	0.195	9.107	0	-0.005	0.712	113	-0.573	54	1.516	0.038	0.943	2.984	5.315	4.402	1.657	0	0.05	0.802	91	0	206	10.086	19.379	10.086	0.924	1.832	1.583	4.862	0	0.029	1.694	61	0	206	5.751	2.506	5.751	-18.19	32.398	26.831	1.654	0	-0.314	-0.801	206	-62.861	116	62.861	719.885	0	-17.768	32.891	27.7	2.346	0	-0.364	-1.067	206	-72.893	148	72.893	767.293	0	9.416	18.595	16.047	4.454	0	0.278	1.617	61	0	206	55.621	257.5	55.621	5.772	12.128	10.675	6.86	0	0.24	2.111	31	0	206	47.906	113.951	47.906
0	0.1	11.753	11.761	10.689	0	0.203	-0.644	100	-50.172	33	89.159	138.326	38.987	0.025	3.105	3.107	18.438	0	-0.119	2.791	42	-8.554	90	27.657	9.653	19.102	-0.041	1.357	1.357	13.619	0	0.052	-1.313	104	-7.048	126	12.348	1.842	5.3	-0.028	0.186	0.184	8.868	0	0.004	0.564	109	-0.645	131	1.492	0.034	0.847	2.717	5.083	4.299	1.937	0	0.051	0.957	88	0	187	10.141	18.481	10.141	0.811	1.731	1.53	6.009	0	0.029	1.987	67	0	187	5.75	2.342	5.75	-17.007	31.802	26.893	1.929	0	-0.333	-0.954	187	-66.528	115	66.528	723.242	0	-15.915	31.227	26.888	2.934	0	-0.38	-1.287	187	-75.966	140	75.966	722.948	0	8.812	18.936	16.773	5.172	0	0.292	1.87	58	0	187	58.384	281.334	58.384	5.777	12.806	11.437	7.227	0	0.254	2.228	33	0	187	50.86	130.816	50.86
0	0.325	12.113	12.118	7.344	0	0.299	1.202	172	-29.171	90	76.546	146.84	47.375	0.045	7.51	7.515	5.798	0	-0.088	0.348	104	-23.348	217	50.021	56.48	26.673	0.604	7.79	7.772	8.607	0	0.226	1.326	73	-20.991	185	55.109	60.41	34.119	0.052	0.088	0.071	2.318	0	0.001	0.931	87	0	278	0.215	0.005	0.215	0.334	0.511	0.388	1.109	0	0.004	0.31	243	0	278	0.834	0.151	0.834	-0.028	0.138	0.135	3.368	0	-0.002	-0.077	138	-0.293	242	0.589	0.018	0.296	-32.296	49.605	37.68	1.15	0	-0.444	-0.329	278	-88.87	173	88.87	1419.811	0	-37.592	82.929	73.977	2.627	0	1.049	-0.7	188	-177.593	189	353.747	5472.531	176.154	-3.426	53.986	53.918	3.786	0	-0.356	0.586	173	-158.495	174	332.925	2907.185	174.43	5.96	12.124	10.566	6.431	0	0.237	1.999	172	0	278	47.381	111.634	47.381
0	-0.118	13.607	13.617	7.647	0	0.101	0.218	160	-45.982	69	91.253	185.416	45.272	-0.141	6.514	6.518	5.852	0	-0.065	-0.043	177	-21.664	145	40.373	42.479	18.709	0.432	6.244	6.234	6.295	0	-0.008	0.795	38	-18.353	175	40.319	38.859	21.966	0.055	0.088	0.068	1.951	0	0.001	0.714	163	0	286	0.203	0.005	0.203	0.345	0.521	0.391	1.077	0	0.004	0.257	192	0	286	0.837	0.153	0.837	-0.032	0.138	0.134	3.096	0	0	0.132	119	-0.27	1	0.556	0.018	0.286	-32.971	49.863	37.436	1.093	0	-0.428	-0.265	286	-85.668	63	85.668	1401.444	0	-49.186	85.526	70.021	1.79	0	-0.831	-0.846	286	-166.122	1	166.122	4903	0	-5.514	43.671	43.355	3.245	0	-0.399	0.641	91	-67.993	1	162.877	1879.629	94.884	6.265	13.617	12.1	6.209	0	0.23	2.114	69	0	286	45.989	146.402	45.989
0	0.071	15.455	15.467	9.171	0	-0.086	1.031	111	-46.902	28	110.154	239.221	63.253	-0.769	9.465	9.441	3.908	0	0.175	-0.65	31	-27.028	91	49.014	89.135	21.986	-0.042	8.761	8.768	5.069	0	0.19	0.297	69	-26.507	124	55.045	76.879	28.539	0.079	0.124	0.096	1.681	0	0.001	0.612	112	0	295	0.274	0.009	0.274	0.352	0.525	0.389	1.06	0	0.004	0.207	182	0	295	0.82	0.151	0.82	-0.046	0.159	0.153	3.355	0	-0.002	0.222	73	-0.333	147	0.697	0.023	0.364	-33.073	49.311	36.604	1.093	0	-0.433	-0.223	295	-86.536	26	86.536	1339.83	0	-51.271	87.089	70.451	1.559	0	-0.601	-0.712	68	-162.455	250	167.724	4963.404	5.269	-4.464	43.897	43.703	4.108	0	-0.297	1.096	67	-66.613	250	176.841	1909.939	110.228	6.834	15.464	13.883	7.945	0	0.316	2.391	111	0	295	63.257	192.739	63.257
